durasi_manhour,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
33,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,26000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,26000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,26000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,26000,REPAIR,,
2.5,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,26000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,26000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,26000,REPAIR,,
7,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,26000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,26000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,OLTC,26000,REPAIR,,
1.5,FINISHING,ACCESSORIES TRAFO,MOLG,26000,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,26000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,26000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,26000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,FAN,26000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,26000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,26000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,26000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,26000,REPAIR,,
5,FINISHING,CABLE BOX,HV / LV,26000,REPAIR,,
10,FINISHING,CABLE BOX,HV + LV,26000,REPAIR,,
5,FINISHING,WIRING,STANDARD,26000,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,26000,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),26000,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),26000,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),26000,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),26000,REPAIR,,
25,FINISHING,RADIATOR PANEL,BONGKAR,26000,REPAIR,,
30,FINISHING,RADIATOR PANEL,PASANG,26000,REPAIR,,
3,FINISHING,CONSERVATOR,BONGKAR,26000,REPAIR,,
3,FINISHING,CONSERVATOR,PASANG,26000,REPAIR,,
6,QC TEST,QC TEST,ROUTINE TEST,26000,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,26000,REPAIR,,
12,QC TEST,QC TEST,TEMPERATURE RISE,26000,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,26000,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,26000,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,26000,REPAIR,,
2.5,QC TEST,QC TEST,PD,26000,REPAIR,,
0.33,QC TEST,QC TEST,DGA,26000,REPAIR,,
4.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),28000,REPAIR,,
6.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),28000,REPAIR,,
5.75,BONGKAR,UNTANKING,ON COVER TYPE WELDED,28000,REPAIR,,
5.75,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),28000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),28000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,28000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),28000,REPAIR,,
7.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),28000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,28000,REPAIR,,
1.5,BONGKAR,CONSERVATOR,CONSERVATOR,28000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX HV,28000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX LV,28000,REPAIR,,
4,BONGKAR,CABLE BOX,CABLE BOX HV-LV,28000,REPAIR,,
1.5,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,28000,REPAIR,,
3,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,28000,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,28000,REPAIR,,
1.5,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,28000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,28000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,28000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,28000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,28000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,28000,REPAIR,,
2,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,28000,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,28000,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,28000,REPAIR,,
22,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,28000,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,28000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,28000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,28000,REPAIR,,
131,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),28000,REPAIR,,
131,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,28000,REPAIR,,
134,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,28000,REPAIR,,
156,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,28000,REPAIR,,
270,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,28000,REPAIR,,
268,COIL MAKING,COIL LV,FLAT HELICAL,28000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,28000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,28000,REPAIR,,
350,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,28000,REPAIR,,
295,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,28000,REPAIR,,
293,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),28000,REPAIR,,
386,COIL MAKING,COIL LV,GROUNDSHIELD,28000,REPAIR,,
386,COIL MAKING,COIL LV,TRANSPOSE,28000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,28000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,28000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,28000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,28000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,28000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,28000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,28000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,28000,REPAIR,,
0,COIL MAKING,COIL HV,2 SECTION,28000,REPAIR,,
0,COIL MAKING,COIL HV,4 SECTION,28000,REPAIR,,
0,COIL MAKING,COIL HV,FR OLTC,28000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,28000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,28000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,28000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,28000,REPAIR,,
371,COIL MAKING,COIL HV,TRANSPOSE,28000,REPAIR,,
396,COIL MAKING,COIL HV,PRESS COIL,28000,REPAIR,,
72,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,28000,REPAIR,,
32,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,28000,REPAIR,,
230,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,28000,REPAIR,,
70,CONNECTION,CONNECTION,OFF-LOAD,28000,REPAIR,,
395,CONNECTION,CONNECTION,ON-LOAD,28000,REPAIR,,
50,CONNECTION,CONNECTION,CHANGE OVER BOARD,28000,REPAIR,,
140,CONNECTION,CONNECTION,DOUBLE TAP,28000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,FLAT,28000,REPAIR,,
12,FINAL ASSEMBLY,HV CONNECTION,RAIL,28000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,28000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,FLAT,28000,REPAIR,,
12,FINAL ASSEMBLY,LV CONNECTION,RAIL,28000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,28000,REPAIR,,
30,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,28000,REPAIR,,
32,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,28000,REPAIR,,
0,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,28000,REPAIR,,
7,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,28000,REPAIR,,
8,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,28000,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,28000,REPAIR,,
36,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,28000,REPAIR,,
33,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,28000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,28000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,28000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,28000,REPAIR,,
2.5,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,28000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,28000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,28000,REPAIR,,
7,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,28000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,28000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,OLTC,28000,REPAIR,,
1.5,FINISHING,ACCESSORIES TRAFO,MOLG,28000,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,28000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,28000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,28000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,FAN,28000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,28000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,28000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,28000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,28000,REPAIR,,
5,FINISHING,CABLE BOX,HV / LV,28000,REPAIR,,
10,FINISHING,CABLE BOX,HV + LV,28000,REPAIR,,
5,FINISHING,WIRING,STANDARD,28000,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,28000,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),28000,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),28000,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),28000,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),28000,REPAIR,,
25,FINISHING,RADIATOR PANEL,BONGKAR,28000,REPAIR,,
30,FINISHING,RADIATOR PANEL,PASANG,28000,REPAIR,,
3,FINISHING,CONSERVATOR,BONGKAR,28000,REPAIR,,
3,FINISHING,CONSERVATOR,PASANG,28000,REPAIR,,
6,QC TEST,QC TEST,ROUTINE TEST,28000,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,28000,REPAIR,,
12,QC TEST,QC TEST,TEMPERATURE RISE,28000,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,28000,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,28000,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,28000,REPAIR,,
2.5,QC TEST,QC TEST,PD,28000,REPAIR,,
0.33,QC TEST,QC TEST,DGA,28000,REPAIR,,
4.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),30000,REPAIR,,
6.75,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),30000,REPAIR,,
5.75,BONGKAR,UNTANKING,ON COVER TYPE WELDED,30000,REPAIR,,
5.75,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),30000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),30000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,30000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),30000,REPAIR,,
7.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),30000,REPAIR,,
6.75,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,30000,REPAIR,,
1.5,BONGKAR,CONSERVATOR,CONSERVATOR,30000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX HV,30000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX LV,30000,REPAIR,,
4,BONGKAR,CABLE BOX,CABLE BOX HV-LV,30000,REPAIR,,
1.5,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,30000,REPAIR,,
3,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,30000,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,30000,REPAIR,,
1.5,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,30000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,30000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,30000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,30000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,30000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,30000,REPAIR,,
2,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,30000,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,30000,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,30000,REPAIR,,
22,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,30000,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,30000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,30000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,30000,REPAIR,,
131,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),30000,REPAIR,,
131,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,30000,REPAIR,,
134,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,30000,REPAIR,,
156,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,30000,REPAIR,,
270,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,30000,REPAIR,,
268,COIL MAKING,COIL LV,FLAT HELICAL,30000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,30000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,30000,REPAIR,,
350,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,30000,REPAIR,,
295,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,30000,REPAIR,,
293,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),30000,REPAIR,,
386,COIL MAKING,COIL LV,GROUNDSHIELD,30000,REPAIR,,
386,COIL MAKING,COIL LV,TRANSPOSE,30000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,30000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,30000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,30000,REPAIR,,
0,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,30000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 1,30000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 2,30000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 3,30000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT CYLINDRICAL KONDUKTOR 4,30000,REPAIR,,
0,COIL MAKING,COIL HV,2 SECTION,30000,REPAIR,,
0,COIL MAKING,COIL HV,4 SECTION,30000,REPAIR,,
0,COIL MAKING,COIL HV,FR OLTC,30000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 1,30000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 2,30000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 3,30000,REPAIR,,
0,COIL MAKING,COIL HV,FLAT DISC KONDUKTOR 4,30000,REPAIR,,
371,COIL MAKING,COIL HV,TRANSPOSE,30000,REPAIR,,
396,COIL MAKING,COIL HV,PRESS COIL,30000,REPAIR,,
90,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUND-KOTAK,30000,REPAIR,,
32,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE YOKE ATAS,30000,REPAIR,,
230,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,STACKING SUSUN CORE TOTAL,30000,REPAIR,,
70,CONNECTION,CONNECTION,OFF-LOAD,30000,REPAIR,,
395,CONNECTION,CONNECTION,ON-LOAD,30000,REPAIR,,
50,CONNECTION,CONNECTION,CHANGE OVER BOARD,30000,REPAIR,,
140,CONNECTION,CONNECTION,DOUBLE TAP,30000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,FLAT,30000,REPAIR,,
14,FINAL ASSEMBLY,HV CONNECTION,RAIL,30000,REPAIR,,
6,FINAL ASSEMBLY,HV CONNECTION,WIRE SOFT,30000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,FLAT,30000,REPAIR,,
14,FINAL ASSEMBLY,LV CONNECTION,RAIL,30000,REPAIR,,
6,FINAL ASSEMBLY,LV CONNECTION,WIRE SOFT,30000,REPAIR,,
30,FINAL ASSEMBLY,FINAL ASSEMBLY,STANDARD,30000,REPAIR,,
32,FINAL ASSEMBLY,FINAL ASSEMBLY,NON-STANDARD,30000,REPAIR,,
0,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,30000,REPAIR,,
7,FINAL ASSEMBLY,FINAL ASSEMBLY,RADIATOR VALVE,30000,REPAIR,,
8,FINAL ASSEMBLY,FINAL ASSEMBLY,SIDEWALL,30000,REPAIR,,
2,FINAL ASSEMBLY,FINAL ASSEMBLY,TAP CHANGER ROTARY,30000,REPAIR,,
36,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES PAD MOUNTED,30000,REPAIR,,
33,FINAL ASSEMBLY,FINAL ASSEMBLY,ACCESSORIES POLE MOUNTED,30000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,RAPID PRESSURE RISE RELAY,30000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,WINDING THERMOMETER,30000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DGPT C/W CONTROL BOX,30000,REPAIR,,
2.5,FINISHING,ACCESSORIES TRAFO,MEMBRAN SEPERATOR,30000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,DIAL THERMOMETER,30000,REPAIR,,
2,FINISHING,ACCESSORIES TRAFO,OIL THERMOMETER,30000,REPAIR,,
7,FINISHING,ACCESSORIES TRAFO,BUCCHOLZ RELAY,30000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ANTI VIBRATION,30000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,OLTC,30000,REPAIR,,
1.5,FINISHING,ACCESSORIES TRAFO,MOLG,30000,REPAIR,,
0.5,FINISHING,ACCESSORIES TRAFO,PRD,30000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,CONTROL VT,30000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,DIFFERENTIAL VT,30000,REPAIR,,
28,FINISHING,ACCESSORIES TRAFO,FAN,30000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,NGR,30000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,ARRESTER,30000,REPAIR,,
4,FINISHING,ACCESSORIES TRAFO,HEATER,30000,REPAIR,,
1,FINISHING,ACCESSORIES TRAFO,PT-100,30000,REPAIR,,
5,FINISHING,CABLE BOX,HV / LV,30000,REPAIR,,
10,FINISHING,CABLE BOX,HV + LV,30000,REPAIR,,
5,FINISHING,WIRING,STANDARD,30000,REPAIR,,
20,FINISHING,WIRING,NON-STANDARD,30000,REPAIR,,
3,FINISHING,COPPER LINK,HV / LV (STANDARD),30000,REPAIR,,
6,FINISHING,COPPER LINK,HV + LV (STANDARD),30000,REPAIR,,
14,FINISHING,COPPER LINK,HV / LV (NON-STANDARD),30000,REPAIR,,
28,FINISHING,COPPER LINK,HV /+ LV (NON STANDARD),30000,REPAIR,,
25,FINISHING,RADIATOR PANEL,BONGKAR,30000,REPAIR,,
30,FINISHING,RADIATOR PANEL,PASANG,30000,REPAIR,,
3,FINISHING,CONSERVATOR,BONGKAR,30000,REPAIR,,
3,FINISHING,CONSERVATOR,PASANG,30000,REPAIR,,
7,QC TEST,QC TEST,ROUTINE TEST,30000,REPAIR,,
12,QC TEST,QC TEST,LIGHTNING IMPULSE,30000,REPAIR,,
12,QC TEST,QC TEST,TEMPERATURE RISE,30000,REPAIR,,
1.5,QC TEST,QC TEST,TAN DELTA,30000,REPAIR,,
1.5,QC TEST,QC TEST,NOISE,30000,REPAIR,,
2.5,QC TEST,QC TEST,SFRA,30000,REPAIR,,
2.5,QC TEST,QC TEST,PD,30000,REPAIR,,
0.33,QC TEST,QC TEST,DGA,30000,REPAIR,,
5,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (BIASA),35000,REPAIR,,
7,BONGKAR,UNTANKING,ON COVER TYPE BOLTED (STAINLESS),35000,REPAIR,,
6,BONGKAR,UNTANKING,ON COVER TYPE WELDED,35000,REPAIR,,
6,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (BIASA),35000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL STANDARD TYPE BOLTED (STAINLESS),35000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL STANDARDTYPE WELDED,35000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (BIASA),35000,REPAIR,,
8,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE BOLTED (STAINLESS),35000,REPAIR,,
7,BONGKAR,UNTANKING,SIDE WALL OLTC TYPE WELDED,35000,REPAIR,,
1.5,BONGKAR,CONSERVATOR,CONSERVATOR,35000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX HV,35000,REPAIR,,
3.5,BONGKAR,CABLE BOX,CABLE BOX LV,35000,REPAIR,,
4,BONGKAR,CABLE BOX,CABLE BOX HV-LV,35000,REPAIR,,
1.5,BONGKAR,RADIATOR PANEL,RADIATOR S/D 4 SUSUN,35000,REPAIR,,
3,BONGKAR,RADIATOR PANEL,RADIATOR S/D 8 SUSUN,35000,REPAIR,,
0.45,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING HV,35000,REPAIR,,
1.5,BONGKAR,ACCESSORIES / PROTEKSI,BUSHING LV,35000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,OIL LEVEL INDICATOR,35000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,BUCHHOLZ RELAY,35000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,PRESSURE RELIEF DEVICE,35000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,WINDING THERMOMETER,35000,REPAIR,,
0.5,BONGKAR,ACCESSORIES / PROTEKSI,THERMOMETER,35000,REPAIR,,
2,BONGKAR,ACCESSORIES / PROTEKSI,OLTC,35000,REPAIR,,
1,BONGKAR,ACCESSORIES / PROTEKSI,MOTOR DRIVE,35000,REPAIR,,
4,BONGKAR,CORE,ANGKAT COIL YOKE CORE ATAS,35000,REPAIR,,
22,BONGKAR,CORE,ANGKAT COIL BONGKAR TOTAL,35000,REPAIR,,
0,BONGKAR,CORE,ANGKAT COIL WOUND,35000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,35000,REPAIR,,
126,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,35000,REPAIR,,
131,COIL MAKING,COIL LV,SHEET KONDUKTOR (2 SECTION),35000,REPAIR,,
131,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,35000,REPAIR,,
134,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 2,35000,REPAIR,,
156,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 3,35000,REPAIR,,
270,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 4,35000,REPAIR,,
268,COIL MAKING,COIL LV,FLAT HELICAL,35000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 1,35000,REPAIR,,
361,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 2,35000,REPAIR,,
370,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 3,35000,REPAIR,,
295,COIL MAKING,COIL LV,FLAT DISC KONDUKTOR 4,35000,REPAIR,,
293,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),35000,REPAIR,,
386,COIL MAKING,COIL LV,GROUNDSHIELD,35000,REPAIR,,
386,COIL MAKING,COIL LV,TRANSPOSE,35000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 1,35000,REPAIR,,
0,COIL MAKING,COIL HV,SHEET KONDUKTOR 2,35000,REPAIR,,
