durasi_manhour,id_work_center,id_proses,id_tipe_proses,id_kapasitas,id_kategori_produk
12,3,73,117,63,5
2,3,74,118,63,5
4,3,74,119,63,5
2.5,3,74,120,63,5
3,3,74,121,63,5
1,3,75,122,63,5
1.5,3,75,123,63,5
14,3,75,124,63,5
14,3,75,125,63,5
2.5,3,111,56,63,5
50,3,111,51,63,5
3,3,111,126,63,5
1.75,3,77,127,63,5
1.75,3,77,128,63,5
4,5,6,15,63,5
33,1,2,80,116,5
34,1,2,81,116,5
36,1,2,82,116,5
39,1,2,83,116,5
33,1,2,84,116,5
34,1,2,85,116,5
36,1,2,86,116,5
39,1,2,87,116,5
15,1,1,80,116,5
16,1,1,81,116,5
20,1,1,82,116,5
22,1,1,83,116,5
7.5,1,1,88,116,5
8.3,1,1,89,116,5
15,1,1,84,116,5
15.5,1,1,85,116,5
2.5,1,62,90,116,5
1.5,1,62,91,116,5
2,1,62,92,116,5
1,1,63,93,116,5
0.5,1,63,94,116,5
0.5,1,63,95,116,5
1,1,63,96,116,5
12,2,64,97,116,5
14,2,64,98,116,5
16,2,64,99,116,5
3,2,65,100,116,5
4,2,65,101,116,5
6,2,66,102,116,5
8,2,66,103,116,5
2,2,67,104,116,5
1,2,67,105,116,5
2,2,68,106,116,5
2,2,68,107,116,5
3,2,68,108,116,5
4,2,68,109,116,5
0.25,2,96,152,116,5
0.25,2,96,153,116,5
0.25,2,96,154,116,5
0.25,2,96,155,116,5
8,2,69,110,116,5
3.5,2,69,111,116,5
28,3,70,112,116,5
32,3,70,113,116,5
0.5,3,71,114,116,5
8,3,70,115,116,5
15,3,72,116,116,5
3,3,72,117,116,5
16,3,73,116,116,5
12,3,73,117,116,5
2,3,74,118,116,5
4,3,74,119,116,5
2.5,3,74,120,116,5
3,3,74,121,116,5
1,3,75,122,116,5
1.5,3,75,123,116,5
14,3,75,124,116,5
16,3,75,125,116,5
2.5,3,111,56,116,5
50,3,111,51,116,5
3,3,111,126,116,5
1.75,3,77,127,116,5
1.75,3,77,128,116,5
4,5,6,15,116,5
33,1,2,80,67,5
34,1,2,81,67,5
36,1,2,82,67,5
39,1,2,83,67,5
33,1,2,84,67,5
34,1,2,85,67,5
36,1,2,86,67,5
39,1,2,87,67,5
15,1,1,80,67,5
16,1,1,81,67,5
20,1,1,82,67,5
22,1,1,83,67,5
7.5,1,1,88,67,5
8.3,1,1,89,67,5
15,1,1,84,67,5
15.5,1,1,85,67,5
2.5,1,62,90,67,5
1.5,1,62,91,67,5
2,1,62,92,67,5
1,1,63,93,67,5
0.5,1,63,94,67,5
0.5,1,63,95,67,5
1,1,63,96,67,5
14,2,64,97,67,5
16,2,64,98,67,5
16,2,64,99,67,5
3,2,65,100,67,5
4,2,65,101,67,5
6,2,66,102,67,5
8,2,66,103,67,5
2,2,67,104,67,5
1,2,67,105,67,5
2,2,68,106,67,5
2,2,68,107,67,5
3,2,68,108,67,5
4,2,68,109,67,5
0.25,2,96,152,67,5
0.25,2,96,153,67,5
0.25,2,96,154,67,5
0.25,2,96,155,67,5
8,2,69,110,67,5
3.5,2,69,111,67,5
30,3,70,112,67,5
34,3,70,113,67,5
0.5,3,71,114,67,5
8,3,70,115,67,5
15,3,72,116,67,5
3,3,72,117,67,5
16,3,73,116,67,5
12,3,73,117,67,5
2,3,74,118,67,5
4,3,74,119,67,5
2.5,3,74,120,67,5
3,3,74,121,67,5
1,3,75,122,67,5
2,3,75,123,67,5
14,3,75,124,67,5
16,3,75,125,67,5
3,3,111,56,67,5
50,3,111,51,67,5
3,3,111,126,67,5
2,3,77,127,67,5
2,3,77,128,67,5
4.5,5,6,15,67,5
33,1,2,80,71,5
34,1,2,81,71,5
36,1,2,82,71,5
39,1,2,83,71,5
33,1,2,84,71,5
34,1,2,85,71,5
36,1,2,86,71,5
39,1,2,87,71,5
15,1,1,80,71,5
16,1,1,81,71,5
20,1,1,82,71,5
22,1,1,83,71,5
7.5,1,1,88,71,5
8.3,1,1,89,71,5
15,1,1,84,71,5
15.5,1,1,85,71,5
2.5,1,62,90,71,5
1.5,1,62,91,71,5
2,1,62,92,71,5
1,1,63,93,71,5
0.5,1,63,94,71,5
0.5,1,63,95,71,5
1,1,63,96,71,5
14,2,64,97,71,5
16,2,64,98,71,5
16,2,64,99,71,5
3,2,65,100,71,5
4,2,65,101,71,5
6,2,66,102,71,5
8,2,66,103,71,5
2,2,67,104,71,5
1,2,67,105,71,5
2,2,68,106,71,5
2,2,68,107,71,5
3,2,68,108,71,5
4,2,68,109,71,5
0.25,2,96,152,71,5
0.25,2,96,153,71,5
0.25,2,96,154,71,5
0.25,2,96,155,71,5
8,2,69,110,71,5
3.5,2,69,111,71,5
32,3,70,112,71,5
36,3,70,113,71,5
0.5,3,71,114,71,5
8,3,70,115,71,5
15,3,72,116,71,5
3,3,72,117,71,5
16,3,73,116,71,5
12,3,73,117,71,5
2,3,74,118,71,5
4,3,74,119,71,5
2.5,3,74,120,71,5
3,3,74,121,71,5
1,3,75,122,71,5
2,3,75,123,71,5
16,3,75,124,71,5
16,3,75,125,71,5
3,3,111,56,71,5
50,3,111,51,71,5
3,3,111,126,71,5
2,3,77,127,71,5
2,3,77,128,71,5
4.5,5,6,15,71,5
36,1,2,80,72,5
37,1,2,81,72,5
39,1,2,82,72,5
42,1,2,83,72,5
36,1,2,84,72,5
37,1,2,85,72,5
39,1,2,86,72,5
42,1,2,87,72,5
15,1,1,80,72,5
16,1,1,81,72,5
20,1,1,82,72,5
22,1,1,83,72,5
7.5,1,1,88,72,5
8.3,1,1,89,72,5
15,1,1,84,72,5
15.5,1,1,85,72,5
2.5,1,62,90,72,5
1.5,1,62,91,72,5
2,1,62,92,72,5
1,1,63,93,72,5
0.5,1,63,94,72,5
0.5,1,63,95,72,5
1,1,63,96,72,5
14,2,64,97,72,5
16,2,64,98,72,5
16,2,64,99,72,5
3,2,65,100,72,5
4,2,65,101,72,5
6,2,66,102,72,5
8,2,66,103,72,5
2,2,67,104,72,5
1,2,67,105,72,5
2,2,68,106,72,5
2,2,68,107,72,5
3,2,68,108,72,5
4,2,68,109,72,5
0.25,2,96,152,72,5
0.25,2,96,153,72,5
0.25,2,96,154,72,5
0.25,2,96,155,72,5
8,2,69,110,72,5
3.5,2,69,111,72,5
32,3,70,112,72,5
36,3,70,113,72,5
0.5,3,71,114,72,5
8,3,70,115,72,5
15,3,72,116,72,5
3,3,72,117,72,5
16,3,73,116,72,5
12,3,73,117,72,5
2,3,74,118,72,5
4,3,74,119,72,5
2.5,3,74,120,72,5
3,3,74,121,72,5
1,3,75,122,72,5
2,3,75,123,72,5
16,3,75,124,72,5
18,3,75,125,72,5
3,3,111,56,72,5
50,3,111,51,72,5
3,3,111,126,72,5
2,3,77,127,72,5
2,3,77,128,72,5
4.5,5,6,15,72,5
36,1,2,80,77,5
37,1,2,81,77,5
39,1,2,82,77,5
42,1,2,83,77,5
36,1,2,84,77,5
37,1,2,85,77,5
39,1,2,86,77,5
42,1,2,87,77,5
15,1,1,80,77,5
16,1,1,81,77,5
20,1,1,82,77,5
22,1,1,83,77,5
7.5,1,1,88,77,5
8.3,1,1,89,77,5
15,1,1,84,77,5
15.5,1,1,85,77,5
2.5,1,62,90,77,5
1.5,1,62,91,77,5
2,1,62,92,77,5
1,1,63,93,77,5
0.5,1,63,94,77,5
0.5,1,63,95,77,5
1,1,63,96,77,5
14,2,64,97,77,5
16,2,64,98,77,5
16,2,64,99,77,5
3,2,65,100,77,5
4,2,65,101,77,5
6,2,66,102,77,5
8,2,66,103,77,5
2,2,67,104,77,5
1,2,67,105,77,5
2,2,68,106,77,5
2,2,68,107,77,5
3,2,68,108,77,5
4,2,68,109,77,5
0.25,2,96,152,77,5
0.25,2,96,153,77,5
0.25,2,96,154,77,5
0.25,2,96,155,77,5
8,2,69,110,77,5
3.5,2,69,111,77,5
34,3,70,112,77,5
38,3,70,113,77,5
0.5,3,71,114,77,5
8,3,70,115,77,5
15,3,72,116,77,5
3,3,72,117,77,5
20,3,73,116,77,5
14,3,73,117,77,5
2,3,74,118,77,5
4,3,74,119,77,5
2.5,3,74,120,77,5
3,3,74,121,77,5
1,3,75,122,77,5
2,3,75,123,77,5
16,3,75,124,77,5
18,3,75,125,77,5
3,3,111,56,77,5
50,3,111,51,77,5
3,3,111,126,77,5
2,3,77,127,77,5
2,3,77,128,77,5
5,5,6,15,77,5
36,1,2,80,117,5
37,1,2,81,117,5
39,1,2,82,117,5
42,1,2,83,117,5
36,1,2,84,117,5
37,1,2,85,117,5
39,1,2,86,117,5
42,1,2,87,117,5
15,1,1,80,117,5
16,1,1,81,117,5
20,1,1,82,117,5
22,1,1,83,117,5
7.5,1,1,88,117,5
8.3,1,1,89,117,5
15,1,1,84,117,5
15.5,1,1,85,117,5
2.5,1,62,90,117,5
1.5,1,62,91,117,5
2,1,62,92,117,5
1,1,63,93,117,5
0.5,1,63,94,117,5
0.5,1,63,95,117,5
1,1,63,96,117,5
14,2,64,97,117,5
16,2,64,98,117,5
16,2,64,99,117,5
3,2,65,100,117,5
4,2,65,101,117,5
6,2,66,102,117,5
8,2,66,103,117,5
2,2,67,104,117,5
2,2,67,105,117,5
2,2,68,106,117,5
2,2,68,107,117,5
3,2,68,108,117,5
4,2,68,109,117,5
0.25,2,96,152,117,5
0.25,2,96,153,117,5
0.25,2,96,154,117,5
0.25,2,96,155,117,5
8,2,69,110,117,5
3.5,2,69,111,117,5
34,3,70,112,117,5
38,3,70,113,117,5
0.5,3,71,114,117,5
8,3,70,115,117,5
15,3,72,116,117,5
3,3,72,117,117,5
20,3,73,116,117,5
14,3,73,117,117,5
2,3,74,118,117,5
4,3,74,119,117,5
2.5,3,74,120,117,5
3,3,74,121,117,5
1,3,75,122,117,5
2,3,75,123,117,5
16,3,75,124,117,5
18,3,75,125,117,5
3,3,111,56,117,5
50,3,111,51,117,5
3,3,111,126,117,5
2,3,77,127,117,5
2,3,77,128,117,5
5,5,6,15,117,5
