durasi_manhour,id_work_center,id_proses,id_tipe_proses,id_kapasitas,id_kategori_produk
10,2,64,98,28,5
12,2,64,99,28,5
3,2,65,100,28,5
4,2,65,101,28,5
3,2,66,102,28,5
3,2,66,103,28,5
2,2,67,104,28,5
0.5,2,67,105,28,5
2,2,68,106,28,5
1,2,68,107,28,5
3,2,68,108,28,5
4,2,68,109,28,5
0.25,2,96,152,28,5
0.25,2,96,153,28,5
0.25,2,96,154,28,5
0.25,2,96,155,28,5
4,2,69,110,28,5
2,2,69,111,28,5
7,3,70,112,28,5
9,3,70,113,28,5
0.5,3,71,114,28,5
8,3,70,115,28,5
6,3,72,116,28,5
3,3,72,117,28,5
5,3,73,116,28,5
4,3,73,117,28,5
1.5,3,74,118,28,5
3,3,74,119,28,5
1.75,3,74,120,28,5
2.5,3,74,121,28,5
1,3,75,122,28,5
0.75,3,75,123,28,5
4,3,75,124,28,5
8,3,75,125,28,5
2,3,111,56,28,5
50,3,111,51,28,5
2,3,111,126,28,5
1.25,3,77,127,28,5
1.25,3,77,128,28,5
3.5,5,6,15,28,5
22,1,2,80,30,5
23,1,2,81,30,5
25,1,2,82,30,5
28,1,2,83,30,5
22,1,2,84,30,5
23,1,2,85,30,5
25,1,2,86,30,5
28,1,2,87,30,5
12,1,1,80,30,5
13,1,1,81,30,5
15,1,1,82,30,5
15,1,1,83,30,5
5,1,1,88,30,5
6,1,1,89,30,5
10,1,1,84,30,5
10.5,1,1,85,30,5
2,1,62,90,30,5
1.5,1,62,91,30,5
1,1,62,92,30,5
1,1,63,93,30,5
0.5,1,63,94,30,5
0.5,1,63,95,30,5
1,1,63,96,30,5
10,2,64,97,30,5
12,2,64,98,30,5
14,2,64,99,30,5
3,2,65,100,30,5
4,2,65,101,30,5
3,2,66,102,30,5
3,2,66,103,30,5
2,2,67,104,30,5
0.5,2,67,105,30,5
2,2,68,106,30,5
1,2,68,107,30,5
3,2,68,108,30,5
4,2,68,109,30,5
0.25,2,96,152,30,5
0.25,2,96,153,30,5
0.25,2,96,154,30,5
0.25,2,96,155,30,5
6,2,69,110,30,5
2,2,69,111,30,5
8,3,70,112,30,5
10,3,70,113,30,5
0.5,3,71,114,30,5
8,3,70,115,30,5
6,3,72,116,30,5
3,3,72,117,30,5
5,3,73,116,30,5
4,3,73,117,30,5
1.5,3,74,118,30,5
3,3,74,119,30,5
1.75,3,74,120,30,5
2.5,3,74,121,30,5
1,3,75,122,30,5
0.75,3,75,123,30,5
7,3,75,124,30,5
8,3,75,125,30,5
2,3,111,56,30,5
50,3,111,51,30,5
2,3,111,126,30,5
1.25,3,77,127,30,5
1.25,3,77,128,30,5
3.5,5,6,15,30,5
22,1,2,80,32,5
23,1,2,81,32,5
25,1,2,82,32,5
28,1,2,83,32,5
22,1,2,84,32,5
23,1,2,85,32,5
25,1,2,86,32,5
28,1,2,87,32,5
12,1,1,80,32,5
13,1,1,81,32,5
15,1,1,82,32,5
15,1,1,83,32,5
5,1,1,88,32,5
6,1,1,89,32,5
10,1,1,84,32,5
10.5,1,1,85,32,5
2,1,62,90,32,5
1.5,1,62,91,32,5
1,1,62,92,32,5
1,1,63,93,32,5
0.5,1,63,94,32,5
0.5,1,63,95,32,5
1,1,63,96,32,5
10,2,64,97,32,5
12,2,64,98,32,5
14,2,64,99,32,5
3,2,65,100,32,5
4,2,65,101,32,5
4,2,66,102,32,5
4,2,66,103,32,5
2,2,67,104,32,5
0.5,2,67,105,32,5
2,2,68,106,32,5
1,2,68,107,32,5
3,2,68,108,32,5
4,2,68,109,32,5
0.25,2,96,152,32,5
0.25,2,96,153,32,5
0.25,2,96,154,32,5
0.25,2,96,155,32,5
6,2,69,110,32,5
2,2,69,111,32,5
8,3,70,112,32,5
10,3,70,113,32,5
0.5,3,71,114,32,5
8,3,70,115,32,5
7,3,72,116,32,5
3,3,72,117,32,5
6,3,73,116,32,5
5,3,73,117,32,5
1.5,3,74,118,32,5
3,3,74,119,32,5
1.75,3,74,120,32,5
2.5,3,74,121,32,5
1,3,75,122,32,5
0.75,3,75,123,32,5
7,3,75,124,32,5
10,3,75,125,32,5
2,3,111,56,32,5
50,3,111,51,32,5
2,3,111,126,32,5
1.25,3,77,127,32,5
1.25,3,77,128,32,5
3.5,5,6,15,32,5
22,1,2,80,34,5
23,1,2,81,34,5
25,1,2,82,34,5
28,1,2,83,34,5
22,1,2,84,34,5
23,1,2,85,34,5
25,1,2,86,34,5
28,1,2,87,34,5
12,1,1,80,34,5
13,1,1,81,34,5
15,1,1,82,34,5
15,1,1,83,34,5
5,1,1,88,34,5
6,1,1,89,34,5
10,1,1,84,34,5
10.5,1,1,85,34,5
2,1,62,90,34,5
1.5,1,62,91,34,5
1,1,62,92,34,5
1,1,63,93,34,5
0.5,1,63,94,34,5
0.5,1,63,95,34,5
1,1,63,96,34,5
10,2,64,97,34,5
12,2,64,98,34,5
14,2,64,99,34,5
3,2,65,100,34,5
4,2,65,101,34,5
4,2,66,102,34,5
4,2,66,103,34,5
2,2,67,104,34,5
0.5,2,67,105,34,5
2,2,68,106,34,5
1,2,68,107,34,5
3,2,68,108,34,5
4,2,68,109,34,5
0.25,2,96,152,34,5
0.25,2,96,153,34,5
0.25,2,96,154,34,5
0.25,2,96,155,34,5
6,2,69,110,34,5
2,2,69,111,34,5
8,3,70,112,34,5
10,3,70,113,34,5
0.5,3,71,114,34,5
8,3,70,115,34,5
7,3,72,116,34,5
3,3,72,117,34,5
6,3,73,116,34,5
5,3,73,117,34,5
1.5,3,74,118,34,5
3,3,74,119,34,5
1.75,3,74,120,34,5
2.5,3,74,121,34,5
1,3,75,122,34,5
0.75,3,75,123,34,5
7,3,75,124,34,5
10,3,75,125,34,5
2,3,111,56,34,5
50,3,111,51,34,5
2,3,111,126,34,5
1.25,3,77,127,34,5
1.25,3,77,128,34,5
3.5,5,6,15,34,5
22,1,2,80,35,5
23,1,2,81,35,5
25,1,2,82,35,5
28,1,2,83,35,5
22,1,2,84,35,5
23,1,2,85,35,5
25,1,2,86,35,5
28,1,2,87,35,5
12,1,1,80,35,5
13,1,1,81,35,5
15,1,1,82,35,5
15,1,1,83,35,5
5,1,1,88,35,5
6,1,1,89,35,5
12,1,1,84,35,5
12.5,1,1,85,35,5
2,1,62,90,35,5
1.5,1,62,91,35,5
1,1,62,92,35,5
1,1,63,93,35,5
0.5,1,63,94,35,5
0.5,1,63,95,35,5
1,1,63,96,35,5
10,2,64,97,35,5
12,2,64,98,35,5
14,2,64,99,35,5
3,2,65,100,35,5
4,2,65,101,35,5
4,2,66,102,35,5
4,2,66,103,35,5
2,2,67,104,35,5
0.5,2,67,105,35,5
2,2,68,106,35,5
1,2,68,107,35,5
3,2,68,108,35,5
4,2,68,109,35,5
0.25,2,96,152,35,5
0.25,2,96,153,35,5
0.25,2,96,154,35,5
0.25,2,96,155,35,5
6,2,69,110,35,5
2,2,69,111,35,5
8,3,70,112,35,5
10,3,70,113,35,5
0.5,3,71,114,35,5
8,3,70,115,35,5
7,3,72,116,35,5
3,3,72,117,35,5
6,3,73,116,35,5
5,3,73,117,35,5
1.5,3,74,118,35,5
3,3,74,119,35,5
1.75,3,74,120,35,5
2.5,3,74,121,35,5
1,3,75,122,35,5
0.75,3,75,123,35,5
7,3,75,124,35,5
10,3,75,125,35,5
2,3,111,56,35,5
50,3,111,51,35,5
2,3,111,126,35,5
1.25,3,77,127,35,5
1.25,3,77,128,35,5
3.5,5,6,15,35,5
22,1,2,80,37,5
23,1,2,81,37,5
25,1,2,82,37,5
28,1,2,83,37,5
22,1,2,84,37,5
23,1,2,85,37,5
25,1,2,86,37,5
28,1,2,87,37,5
12,1,1,80,37,5
13,1,1,81,37,5
15,1,1,82,37,5
15,1,1,83,37,5
5,1,1,88,37,5
6,1,1,89,37,5
12,1,1,84,37,5
12.5,1,1,85,37,5
2,1,62,90,37,5
1.5,1,62,91,37,5
1,1,62,92,37,5
1,1,63,93,37,5
0.5,1,63,94,37,5
0.5,1,63,95,37,5
1,1,63,96,37,5
10,2,64,97,37,5
12,2,64,98,37,5
14,2,64,99,37,5
3,2,65,100,37,5
4,2,65,101,37,5
4,2,66,102,37,5
4,2,66,103,37,5
2,2,67,104,37,5
0.5,2,67,105,37,5
2,2,68,106,37,5
1,2,68,107,37,5
3,2,68,108,37,5
4,2,68,109,37,5
0.25,2,96,152,37,5
0.25,2,96,153,37,5
0.25,2,96,154,37,5
0.25,2,96,155,37,5
6,2,69,110,37,5
2,2,69,111,37,5
8,3,70,112,37,5
10,3,70,113,37,5
0.5,3,71,114,37,5
8,3,70,115,37,5
7,3,72,116,37,5
3,3,72,117,37,5
6,3,73,116,37,5
5,3,73,117,37,5
1.5,3,74,118,37,5
3,3,74,119,37,5
1.75,3,74,120,37,5
2.5,3,74,121,37,5
1,3,75,122,37,5
0.75,3,75,123,37,5
7,3,75,124,37,5
10,3,75,125,37,5
2,3,111,56,37,5
50,3,111,51,37,5
2,3,111,126,37,5
1.25,3,77,127,37,5
1.25,3,77,128,37,5
3.5,5,6,15,37,5
22,1,2,80,41,5
23,1,2,81,41,5
25,1,2,82,41,5
28,1,2,83,41,5
22,1,2,84,41,5
23,1,2,85,41,5
25,1,2,86,41,5
28,1,2,87,41,5
12,1,1,80,41,5
13,1,1,81,41,5
15,1,1,82,41,5
15,1,1,83,41,5
5,1,1,88,41,5
6,1,1,89,41,5
12,1,1,84,41,5
12.5,1,1,85,41,5
2,1,62,90,41,5
1.5,1,62,91,41,5
1,1,62,92,41,5
1,1,63,93,41,5
0.5,1,63,94,41,5
0.5,1,63,95,41,5
1,1,63,96,41,5
10,2,64,97,41,5
12,2,64,98,41,5
14,2,64,99,41,5
3,2,65,100,41,5
4,2,65,101,41,5
4,2,66,102,41,5
4,2,66,103,41,5
2,2,67,104,41,5
0.5,2,67,105,41,5
2,2,68,106,41,5
1,2,68,107,41,5
3,2,68,108,41,5
4,2,68,109,41,5
0.25,2,96,152,41,5
0.25,2,96,153,41,5
0.25,2,96,154,41,5
0.25,2,96,155,41,5
6,2,69,110,41,5
2,2,69,111,41,5
8,3,70,112,41,5
10,3,70,113,41,5
0.5,3,71,114,41,5
8,3,70,115,41,5
7,3,72,116,41,5
3,3,72,117,41,5
6,3,73,116,41,5
5,3,73,117,41,5
1.5,3,74,118,41,5
3,3,74,119,41,5
1.75,3,74,120,41,5
2.5,3,74,121,41,5
1,3,75,122,41,5
0.75,3,75,123,41,5
7,3,75,124,41,5
10,3,75,125,41,5
2,3,111,56,41,5
50,3,111,51,41,5
2,3,111,126,41,5
1.25,3,77,127,41,5
1.25,3,77,128,41,5
3.5,5,6,15,41,5
22,1,2,80,42,5
23,1,2,81,42,5
25,1,2,82,42,5
28,1,2,83,42,5
22,1,2,84,42,5
23,1,2,85,42,5
25,1,2,86,42,5
28,1,2,87,42,5
12,1,1,80,42,5
13,1,1,81,42,5
15,1,1,82,42,5
15,1,1,83,42,5
5,1,1,88,42,5
6,1,1,89,42,5
12,1,1,84,42,5
12.5,1,1,85,42,5
2,1,62,90,42,5
1.5,1,62,91,42,5
1,1,62,92,42,5
1,1,63,93,42,5
0.5,1,63,94,42,5
0.5,1,63,95,42,5
1,1,63,96,42,5
10,2,64,97,42,5
12,2,64,98,42,5
14,2,64,99,42,5
3,2,65,100,42,5
4,2,65,101,42,5
4,2,66,102,42,5
4,2,66,103,42,5
2,2,67,104,42,5
0.5,2,67,105,42,5
2,2,68,106,42,5
1,2,68,107,42,5
3,2,68,108,42,5
4,2,68,109,42,5
0.25,2,96,152,42,5
0.25,2,96,153,42,5
0.25,2,96,154,42,5
0.25,2,96,155,42,5
6,2,69,110,42,5
2,2,69,111,42,5
8,3,70,112,42,5
10,3,70,113,42,5
0.5,3,71,114,42,5
8,3,70,115,42,5
7,3,72,116,42,5
3,3,72,117,42,5
6,3,73,116,42,5
5,3,73,117,42,5
1.5,3,74,118,42,5
3,3,74,119,42,5
1.75,3,74,120,42,5
2.5,3,74,121,42,5
1,3,75,122,42,5
0.75,3,75,123,42,5
10,3,75,124,42,5
10,3,75,125,42,5
2.5,3,111,56,42,5
50,3,111,51,42,5
2,3,111,126,42,5
1.25,3,77,127,42,5
1.25,3,77,128,42,5
3.5,5,6,15,42,5
22,1,2,80,44,5
23,1,2,81,44,5
25,1,2,82,44,5
28,1,2,83,44,5
22,1,2,84,44,5
23,1,2,85,44,5
25,1,2,86,44,5
28,1,2,87,44,5
12,1,1,80,44,5
13,1,1,81,44,5
15,1,1,82,44,5
15,1,1,83,44,5
5,1,1,88,44,5
6,1,1,89,44,5
12,1,1,84,44,5
12.5,1,1,85,44,5
2,1,62,90,44,5
1.5,1,62,91,44,5
1,1,62,92,44,5
1,1,63,93,44,5
0.5,1,63,94,44,5
0.5,1,63,95,44,5
1,1,63,96,44,5
10,2,64,97,44,5
12,2,64,98,44,5
14,2,64,99,44,5
3,2,65,100,44,5
4,2,65,101,44,5
5,2,66,102,44,5
5,2,66,103,44,5
2,2,67,104,44,5
0.5,2,67,105,44,5
2,2,68,106,44,5
1,2,68,107,44,5
3,2,68,108,44,5
4,2,68,109,44,5
0.25,2,96,152,44,5
0.25,2,96,153,44,5
0.25,2,96,154,44,5
0.25,2,96,155,44,5
6,2,69,110,44,5
2,2,69,111,44,5
14,3,70,112,44,5
16,3,70,113,44,5
0.5,3,71,114,44,5
8,3,70,115,44,5
8,3,72,116,44,5
3,3,72,117,44,5
6,3,73,116,44,5
5,3,73,117,44,5
1.5,3,74,118,44,5
3,3,74,119,44,5
1.75,3,74,120,44,5
2.5,3,74,121,44,5
1,3,75,122,44,5
1,3,75,123,44,5
10,3,75,124,44,5
10,3,75,125,44,5
2.5,3,111,56,44,5
50,3,111,51,44,5
2,3,111,126,44,5
1.5,3,77,127,44,5
1.5,3,77,128,44,5
3.5,5,6,15,44,5
22,1,2,80,46,5
23,1,2,81,46,5
25,1,2,82,46,5
28,1,2,83,46,5
22,1,2,84,46,5
23,1,2,85,46,5
25,1,2,86,46,5
28,1,2,87,46,5
12,1,1,80,46,5
13,1,1,81,46,5
15,1,1,82,46,5
15,1,1,83,46,5
5,1,1,88,46,5
6,1,1,89,46,5
13,1,1,84,46,5
13.5,1,1,85,46,5
2,1,62,90,46,5
1.5,1,62,91,46,5
1,1,62,92,46,5
1,1,63,93,46,5
0.5,1,63,94,46,5
0.5,1,63,95,46,5
1,1,63,96,46,5
10,2,64,97,46,5
12,2,64,98,46,5
14,2,64,99,46,5
3,2,65,100,46,5
4,2,65,101,46,5
5,2,66,102,46,5
5,2,66,103,46,5
2,2,67,104,46,5
0.5,2,67,105,46,5
2,2,68,106,46,5
1,2,68,107,46,5
3,2,68,108,46,5
4,2,68,109,46,5
0.25,2,96,152,46,5
0.25,2,96,153,46,5
0.25,2,96,154,46,5
0.25,2,96,155,46,5
6,2,69,110,46,5
2,2,69,111,46,5
14,3,70,112,46,5
16,3,70,113,46,5
0.5,3,71,114,46,5
8,3,70,115,46,5
8,3,72,116,46,5
3,3,72,117,46,5
6,3,73,116,46,5
5,3,73,117,46,5
1.5,3,74,118,46,5
3,3,74,119,46,5
1.75,3,74,120,46,5
2.5,3,74,121,46,5
1,3,75,122,46,5
1,3,75,123,46,5
10,3,75,124,46,5
12,3,75,125,46,5
2.5,3,111,56,46,5
50,3,111,51,46,5
2,3,111,126,46,5
1.5,3,77,127,46,5
1.5,3,77,128,46,5
3.5,5,6,15,46,5
22,1,2,80,47,5
23,1,2,81,47,5
25,1,2,82,47,5
28,1,2,83,47,5
22,1,2,84,47,5
23,1,2,85,47,5
25,1,2,86,47,5
28,1,2,87,47,5
14,1,1,80,47,5
15,1,1,81,47,5
17,1,1,82,47,5
19,1,1,83,47,5
6,1,1,88,47,5
7,1,1,89,47,5
13,1,1,84,47,5
13.5,1,1,85,47,5
2,1,62,90,47,5
1.5,1,62,91,47,5
1.5,1,62,92,47,5
1,1,63,93,47,5
0.5,1,63,94,47,5
0.5,1,63,95,47,5
1,1,63,96,47,5
10,2,64,97,47,5
12,2,64,98,47,5
14,2,64,99,47,5
3,2,65,100,47,5
4,2,65,101,47,5
5,2,66,102,47,5
5,2,66,103,47,5
2,2,67,104,47,5
0.5,2,67,105,47,5
2,2,68,106,47,5
2,2,68,107,47,5
3,2,68,108,47,5
4,2,68,109,47,5
0.25,2,96,152,47,5
0.25,2,96,153,47,5
0.25,2,96,154,47,5
0.25,2,96,155,47,5
6,2,69,110,47,5
2,2,69,111,47,5
14,3,70,112,47,5
16,3,70,113,47,5
0.5,3,71,114,47,5
8,3,70,115,47,5
8,3,72,116,47,5
3,3,72,117,47,5
12,3,73,116,47,5
9,3,73,117,47,5
1.5,3,74,118,47,5
3,3,74,119,47,5
1.75,3,74,120,47,5
2.5,3,74,121,47,5
1,3,75,122,47,5
1,3,75,123,47,5
10,3,75,124,47,5
12,3,75,125,47,5
2.5,3,111,56,47,5
50,3,111,51,47,5
2,3,111,126,47,5
1.5,3,77,127,47,5
1.5,3,77,128,47,5
3.5,5,6,15,47,5
22,1,2,80,49,5
23,1,2,81,49,5
25,1,2,82,49,5
28,1,2,83,49,5
22,1,2,84,49,5
23,1,2,85,49,5
25,1,2,86,49,5
28,1,2,87,49,5
14,1,1,80,49,5
15,1,1,81,49,5
17,1,1,82,49,5
19,1,1,83,49,5
6,1,1,88,49,5
7,1,1,89,49,5
13,1,1,84,49,5
13.5,1,1,85,49,5
2,1,62,90,49,5
1.5,1,62,91,49,5
1.5,1,62,92,49,5
1,1,63,93,49,5
0.5,1,63,94,49,5
0.5,1,63,95,49,5
1,1,63,96,49,5
10,2,64,97,49,5
12,2,64,98,49,5
14,2,64,99,49,5
3,2,65,100,49,5
4,2,65,101,49,5
5,2,66,102,49,5
5,2,66,103,49,5
2,2,67,104,49,5
0.5,2,67,105,49,5
2,2,68,106,49,5
2,2,68,107,49,5
3,2,68,108,49,5
4,2,68,109,49,5
0.25,2,96,152,49,5
0.25,2,96,153,49,5
0.25,2,96,154,49,5
0.25,2,96,155,49,5
6,2,69,110,49,5
2,2,69,111,49,5
14,3,70,112,49,5
16,3,70,113,49,5
0.5,3,71,114,49,5
8,3,70,115,49,5
8,3,72,116,49,5
3,3,72,117,49,5
12,3,73,116,49,5
9,3,73,117,49,5
1.75,3,74,118,49,5
3.5,3,74,119,49,5
2,3,74,120,49,5
2.75,3,74,121,49,5
1,3,75,122,49,5
1,3,75,123,49,5
12,3,75,124,49,5
12,3,75,125,49,5
2.5,3,111,56,49,5
50,3,111,51,49,5
2,3,111,126,49,5
1.5,3,77,127,49,5
1.5,3,77,128,49,5
3.5,5,6,15,49,5
22,1,2,80,50,5
23,1,2,81,50,5
25,1,2,82,50,5
28,1,2,83,50,5
22,1,2,84,50,5
23,1,2,85,50,5
25,1,2,86,50,5
28,1,2,87,50,5
14,1,1,80,50,5
15,1,1,81,50,5
17,1,1,82,50,5
19,1,1,83,50,5
6,1,1,88,50,5
7,1,1,89,50,5
13,1,1,84,50,5
13.5,1,1,85,50,5
2,1,62,90,50,5
1.5,1,62,91,50,5
1.5,1,62,92,50,5
1,1,63,93,50,5
0.5,1,63,94,50,5
0.5,1,63,95,50,5
1,1,63,96,50,5
10,2,64,97,50,5
12,2,64,98,50,5
14,2,64,99,50,5
3,2,65,100,50,5
4,2,65,101,50,5
6,2,66,102,50,5
6,2,66,103,50,5
2,2,67,104,50,5
0.5,2,67,105,50,5
2,2,68,106,50,5
2,2,68,107,50,5
3,2,68,108,50,5
4,2,68,109,50,5
0.25,2,96,152,50,5
0.25,2,96,153,50,5
0.25,2,96,154,50,5
0.25,2,96,155,50,5
6,2,69,110,50,5
2,2,69,111,50,5
16,3,70,112,50,5
18,3,70,113,50,5
0.5,3,71,114,50,5
8,3,70,115,50,5
8,3,72,116,50,5
3,3,72,117,50,5
12,3,73,116,50,5
9,3,73,117,50,5
1.75,3,74,118,50,5
3.5,3,74,119,50,5
2,3,74,120,50,5
2.75,3,74,121,50,5
1,3,75,122,50,5
1,3,75,123,50,5
12,3,75,124,50,5
12,3,75,125,50,5
2.5,3,111,56,50,5
50,3,111,51,50,5
2,3,111,126,50,5
1.5,3,77,127,50,5
1.5,3,77,128,50,5
4,5,6,15,50,5
22,1,2,80,53,5
23,1,2,81,53,5
25,1,2,82,53,5
28,1,2,83,53,5
22,1,2,84,53,5
23,1,2,85,53,5
25,1,2,86,53,5
28,1,2,87,53,5
14,1,1,80,53,5
15,1,1,81,53,5
17,1,1,82,53,5
19,1,1,83,53,5
6,1,1,88,53,5
7,1,1,89,53,5
14,1,1,84,53,5
14.5,1,1,85,53,5
2,1,62,90,53,5
1.5,1,62,91,53,5
1.5,1,62,92,53,5
1,1,63,93,53,5
0.5,1,63,94,53,5
0.5,1,63,95,53,5
1,1,63,96,53,5
10,2,64,97,53,5
12,2,64,98,53,5
14,2,64,99,53,5
3,2,65,100,53,5
4,2,65,101,53,5
6,2,66,102,53,5
6,2,66,103,53,5
2,2,67,104,53,5
0.5,2,67,105,53,5
2,2,68,106,53,5
2,2,68,107,53,5
3,2,68,108,53,5
4,2,68,109,53,5
0.25,2,96,152,53,5
0.25,2,96,153,53,5
0.25,2,96,154,53,5
0.25,2,96,155,53,5
6,2,69,110,53,5
2,2,69,111,53,5
16,3,70,112,53,5
18,3,70,113,53,5
0.5,3,71,114,53,5
8,3,70,115,53,5
12,3,72,116,53,5
3,3,72,117,53,5
12,3,73,116,53,5
9,3,73,117,53,5
1.75,3,74,118,53,5
3.5,3,74,119,53,5
2,3,74,120,53,5
2.75,3,74,121,53,5
1,3,75,122,53,5
1,3,75,123,53,5
12,3,75,124,53,5
12,3,75,125,53,5
2.5,3,111,56,53,5
50,3,111,51,53,5
2,3,111,126,53,5
1.5,3,77,127,53,5
1.5,3,77,128,53,5
4,5,6,15,53,5
22,1,2,80,55,5
23,1,2,81,55,5
25,1,2,82,55,5
28,1,2,83,55,5
22,1,2,84,55,5
23,1,2,85,55,5
25,1,2,86,55,5
28,1,2,87,55,5
14,1,1,80,55,5
15,1,1,81,55,5
17,1,1,82,55,5
19,1,1,83,55,5
6,1,1,88,55,5
7,1,1,89,55,5
14,1,1,84,55,5
14.5,1,1,85,55,5
2.5,1,62,90,55,5
1.5,1,62,91,55,5
2,1,62,92,55,5
1,1,63,93,55,5
0.5,1,63,94,55,5
0.5,1,63,95,55,5
1,1,63,96,55,5
12,2,64,97,55,5
14,2,64,98,55,5
16,2,64,99,55,5
3,2,65,100,55,5
4,2,65,101,55,5
6,2,66,102,55,5
8,2,66,103,55,5
2,2,67,104,55,5
1,2,67,105,55,5
2,2,68,106,55,5
2,2,68,107,55,5
3,2,68,108,55,5
4,2,68,109,55,5
0.25,2,96,152,55,5
0.25,2,96,153,55,5
0.25,2,96,154,55,5
0.25,2,96,155,55,5
8,2,69,110,55,5
2,2,69,111,55,5
16,3,70,112,55,5
19,3,70,113,55,5
0.5,3,71,114,55,5
8,3,70,115,55,5
12,3,72,116,55,5
3,3,72,117,55,5
12,3,73,116,55,5
9,3,73,117,55,5
1.75,3,74,118,55,5
3.5,3,74,119,55,5
2,3,74,120,55,5
2.75,3,74,121,55,5
1,3,75,122,55,5
1.5,3,75,123,55,5
12,3,75,124,55,5
12,3,75,125,55,5
2.5,3,111,56,55,5
50,3,111,51,55,5
3,3,111,126,55,5
1.5,3,77,127,55,5
1.5,3,77,128,55,5
4,5,6,15,55,5
30,1,2,80,60,5
31,1,2,81,60,5
33,1,2,82,60,5
36,1,2,83,60,5
30,1,2,84,60,5
31,1,2,85,60,5
33,1,2,86,60,5
36,1,2,87,60,5
14,1,1,80,60,5
15,1,1,81,60,5
17,1,1,82,60,5
19,1,1,83,60,5
6,1,1,88,60,5
7,1,1,89,60,5
14,1,1,84,60,5
14.5,1,1,85,60,5
2.5,1,62,90,60,5
1.5,1,62,91,60,5
2,1,62,92,60,5
1,1,63,93,60,5
0.5,1,63,94,60,5
0.5,1,63,95,60,5
1,1,63,96,60,5
12,2,64,97,60,5
14,2,64,98,60,5
16,2,64,99,60,5
3,2,65,100,60,5
4,2,65,101,60,5
6,2,66,102,60,5
8,2,66,103,60,5
2,2,67,104,60,5
1,2,67,105,60,5
2,2,68,106,60,5
2,2,68,107,60,5
3,2,68,108,60,5
4,2,68,109,60,5
0.25,2,96,152,60,5
0.25,2,96,153,60,5
0.25,2,96,154,60,5
0.25,2,96,155,60,5
8,2,69,110,60,5
3.5,2,69,111,60,5
16,3,70,112,60,5
19,3,70,113,60,5
0.5,3,71,114,60,5
8,3,70,115,60,5
12,3,72,116,60,5
3,3,72,117,60,5
12,3,73,116,60,5
9,3,73,117,60,5
1.75,3,74,118,60,5
3.5,3,74,119,60,5
2,3,74,120,60,5
2.75,3,74,121,60,5
1,3,75,122,60,5
1.5,3,75,123,60,5
14,3,75,124,60,5
14,3,75,125,60,5
2.5,3,111,56,60,5
50,3,111,51,60,5
3,3,111,126,60,5
1.5,3,77,127,60,5
1.5,3,77,128,60,5
4,5,6,15,60,5
30,1,2,80,61,5
31,1,2,81,61,5
33,1,2,82,61,5
36,1,2,83,61,5
30,1,2,84,61,5
31,1,2,85,61,5
33,1,2,86,61,5
36,1,2,87,61,5
14,1,1,80,61,5
15,1,1,81,61,5
17,1,1,82,61,5
19,1,1,83,61,5
6,1,1,88,61,5
7,1,1,89,61,5
15,1,1,84,61,5
15.5,1,1,85,61,5
2.5,1,62,90,61,5
1.5,1,62,91,61,5
2,1,62,92,61,5
1,1,63,93,61,5
0.5,1,63,94,61,5
0.5,1,63,95,61,5
1,1,63,96,61,5
12,2,64,97,61,5
14,2,64,98,61,5
16,2,64,99,61,5
3,2,65,100,61,5
4,2,65,101,61,5
6,2,66,102,61,5
8,2,66,103,61,5
2,2,67,104,61,5
1,2,67,105,61,5
2,2,68,106,61,5
2,2,68,107,61,5
3,2,68,108,61,5
4,2,68,109,61,5
0.25,2,96,152,61,5
0.25,2,96,153,61,5
0.25,2,96,154,61,5
0.25,2,96,155,61,5
8,2,69,110,61,5
3.5,2,69,111,61,5
16,3,70,112,61,5
19,3,70,113,61,5
0.5,3,71,114,61,5
8,3,70,115,61,5
12,3,72,116,61,5
3,3,72,117,61,5
12,3,73,116,61,5
9,3,73,117,61,5
2,3,74,118,61,5
4,3,74,119,61,5
2.5,3,74,120,61,5
3,3,74,121,61,5
1,3,75,122,61,5
1.5,3,75,123,61,5
14,3,75,124,61,5
14,3,75,125,61,5
2.5,3,111,56,61,5
50,3,111,51,61,5
3,3,111,126,61,5
1.75,3,77,127,61,5
1.75,3,77,128,61,5
4,5,6,15,61,5
30,1,2,80,63,5
31,1,2,81,63,5
33,1,2,82,63,5
36,1,2,83,63,5
30,1,2,84,63,5
31,1,2,85,63,5
33,1,2,86,63,5
36,1,2,87,63,5
14,1,1,80,63,5
15,1,1,81,63,5
17,1,1,82,63,5
19,1,1,83,63,5
6,1,1,88,63,5
7,1,1,89,63,5
15,1,1,84,63,5
15.5,1,1,85,63,5
2.5,1,62,90,63,5
1.5,1,62,91,63,5
2,1,62,92,63,5
1,1,63,93,63,5
0.5,1,63,94,63,5
0.5,1,63,95,63,5
1,1,63,96,63,5
12,2,64,97,63,5
14,2,64,98,63,5
16,2,64,99,63,5
3,2,65,100,63,5
4,2,65,101,63,5
6,2,66,102,63,5
8,2,66,103,63,5
2,2,67,104,63,5
1,2,67,105,63,5
2,2,68,106,63,5
2,2,68,107,63,5
3,2,68,108,63,5
4,2,68,109,63,5
0.25,2,96,152,63,5
0.25,2,96,153,63,5
0.25,2,96,154,63,5
0.25,2,96,155,63,5
8,2,69,110,63,5
3.5,2,69,111,63,5
28,3,70,112,63,5
32,3,70,113,63,5
0.5,3,71,114,63,5
8,3,70,115,63,5
12,3,72,116,63,5
3,3,72,117,63,5
16,3,73,116,63,5
